jira-id,description,priority,component,module
JIRA-1362,API response time exceeding SLAs,Critical,API,PlatformService
JIRA-1363,Authentication failure when logging in,Medium,API,PlatformService
JIRA-1364,Schema migration causing backward compatibility issue,Low,API,PlatformService
JIRA-1365,Data pipeline job failure in ETL,Low,API,PlatformService
JIRA-1366,Schema migration causing backward compatibility issue,Medium,Infrastructure,PlatformService
JIRA-1367,Data pipeline job failure in ETL,High,Infrastructure,PlatformService
JIRA-1368,Payment setup failure for new users,Critical,Security,PlatformService
JIRA-1369,Data pipeline job failure in ETL,Medium,Infrastructure,PlatformService
JIRA-1370,Authentication failure when logging in,Medium,API,PlatformService
JIRA-1371,Data pipeline job failure in ETL,Critical,Security,PlatformService
JIRA-1372,Payment setup failure for new users,Low,Infrastructure,PlatformService
JIRA-1373,Platform service crash on high load,High,Security,PlatformService
JIRA-1374,Registration form validation error,Critical,Infrastructure,PlatformService
JIRA-1375,Data pipeline job failure in ETL,Critical,Infrastructure,PlatformService
JIRA-1376,Platform service crash on high load,High,Security,PlatformService
JIRA-1377,Intermittent data sync issue in Data Platform,Medium,Frontend,PlatformService
JIRA-1378,Intermittent data sync issue in Data Platform,Medium,Infrastructure,PlatformService
JIRA-1379,Database deadlock issue,Medium,Infrastructure,PlatformService
JIRA-1380,Billing API returning incorrect invoice amount,Medium,Frontend,PlatformService
JIRA-1381,Authentication failure when logging in,Low,Infrastructure,PlatformService
JIRA-1382,Schema migration causing backward compatibility issue,High,Database,PlatformService
JIRA-1383,Billing API returning incorrect invoice amount,Medium,Backend,PlatformService
JIRA-1384,API response time exceeding SLAs,Medium,Backend,PlatformService
JIRA-1385,Schema migration causing backward compatibility issue,Low,Database,PlatformService
JIRA-1386,Authentication failure when logging in,Critical,Frontend,PlatformService
JIRA-1387,Data pipeline job failure in ETL,Critical,Security,PlatformService
JIRA-1388,API response time exceeding SLAs,Medium,API,PlatformService
JIRA-1389,Platform service crash on high load,High,Security,PlatformService
JIRA-1390,Authentication failure when logging in,High,Database,PlatformService
JIRA-1391,Authentication failure when logging in,High,Frontend,PlatformService
JIRA-1392,Registration form validation error,High,API,PlatformService
JIRA-1393,Platform service crash on high load,Critical,Backend,PlatformService
JIRA-1394,Registration form validation error,Medium,Database,PlatformService
JIRA-1395,API response time exceeding SLAs,Medium,Security,PlatformService
JIRA-1396,Registration form validation error,Medium,Backend,PlatformService
JIRA-1397,Platform service crash on high load,Medium,Database,PlatformService
JIRA-1398,Payment setup failure for new users,Low,Infrastructure,PlatformService
JIRA-1399,Payment setup failure for new users,Low,Infrastructure,PlatformService
JIRA-1400,API response time exceeding SLAs,Medium,Security,PlatformService
JIRA-1401,Billing API returning incorrect invoice amount,High,API,PlatformService
JIRA-1402,API response time exceeding SLAs,Critical,Database,PlatformService
JIRA-1403,Registration form validation error,Critical,Frontend,PlatformService
JIRA-1404,Billing API returning incorrect invoice amount,Medium,API,PlatformService
JIRA-1405,Database deadlock issue,High,Infrastructure,PlatformService
JIRA-1406,Registration form validation error,Medium,Frontend,PlatformService
JIRA-1407,Platform service crash on high load,Low,API,PlatformService
JIRA-1408,Schema migration causing backward compatibility issue,High,API,PlatformService
JIRA-1409,Registration form validation error,Medium,API,PlatformService
JIRA-1410,Intermittent data sync issue in Data Platform,High,API,PlatformService
JIRA-1411,Platform service crash on high load,Medium,API,PlatformService
JIRA-1412,Authentication failure when logging in,Medium,Frontend,PlatformService
JIRA-1413,Schema migration causing backward compatibility issue,High,Infrastructure,PlatformService
JIRA-1414,Intermittent data sync issue in Data Platform,Low,Backend,PlatformService
JIRA-1415,Registration form validation error,High,Frontend,PlatformService
JIRA-1416,Payment setup failure for new users,Medium,API,PlatformService
JIRA-1417,API response time exceeding SLAs,Low,Security,PlatformService
JIRA-1418,Schema migration causing backward compatibility issue,High,Security,PlatformService
JIRA-1419,Billing API returning incorrect invoice amount,Medium,Backend,PlatformService
JIRA-1420,API response time exceeding SLAs,Low,API,PlatformService
JIRA-1421,API response time exceeding SLAs,High,Frontend,PlatformService
JIRA-1422,API response time exceeding SLAs,High,API,PlatformService
JIRA-1423,Billing API returning incorrect invoice amount,Medium,Backend,PlatformService
JIRA-1424,Schema migration causing backward compatibility issue,High,Database,PlatformService
JIRA-1425,Schema migration causing backward compatibility issue,High,Database,PlatformService
JIRA-1426,Data pipeline job failure in ETL,Low,Database,PlatformService
JIRA-1427,Data pipeline job failure in ETL,Medium,Security,PlatformService
JIRA-1428,Authentication failure when logging in,Low,Infrastructure,PlatformService
JIRA-1429,Data pipeline job failure in ETL,Low,Infrastructure,PlatformService
JIRA-1430,Intermittent data sync issue in Data Platform,Low,Infrastructure,PlatformService
JIRA-1431,Billing API returning incorrect invoice amount,High,API,PlatformService
JIRA-1432,Payment setup failure for new users,Low,Security,PlatformService
JIRA-1433,Registration form validation error,Medium,API,PlatformService
JIRA-1434,API response time exceeding SLAs,Medium,API,PlatformService
JIRA-1435,API response time exceeding SLAs,Low,Infrastructure,PlatformService
JIRA-1436,Platform service crash on high load,Low,Backend,PlatformService
JIRA-1437,Authentication failure when logging in,Medium,Frontend,PlatformService
JIRA-1438,Database deadlock issue,Critical,API,PlatformService
JIRA-1439,Platform service crash on high load,Low,Security,PlatformService
JIRA-1440,Data pipeline job failure in ETL,Medium,API,PlatformService
JIRA-1441,Schema migration causing backward compatibility issue,Low,Frontend,PlatformService
JIRA-1442,Schema migration causing backward compatibility issue,High,API,PlatformService
JIRA-1443,API response time exceeding SLAs,High,Infrastructure,PlatformService
JIRA-1444,Data pipeline job failure in ETL,Medium,Frontend,PlatformService
JIRA-1445,Database deadlock issue,Critical,Infrastructure,PlatformService
JIRA-1446,API response time exceeding SLAs,Medium,Backend,PlatformService
JIRA-1447,Schema migration causing backward compatibility issue,Low,Infrastructure,PlatformService
JIRA-1448,Intermittent data sync issue in Data Platform,Low,Frontend,PlatformService
JIRA-1449,Intermittent data sync issue in Data Platform,Critical,Security,PlatformService
JIRA-1450,Data pipeline job failure in ETL,Medium,Database,PlatformService
JIRA-1451,Payment setup failure for new users,Medium,Infrastructure,PlatformService
JIRA-1452,Payment setup failure for new users,Medium,Database,PlatformService
JIRA-1453,Database deadlock issue,Critical,API,PlatformService
JIRA-1454,Registration form validation error,High,Frontend,PlatformService
JIRA-1455,Intermittent data sync issue in Data Platform,High,API,PlatformService
JIRA-1456,API response time exceeding SLAs,High,Frontend,PlatformService
JIRA-1457,Payment setup failure for new users,High,API,PlatformService
JIRA-1458,Authentication failure when logging in,High,Database,PlatformService
JIRA-1459,Payment setup failure for new users,High,Frontend,PlatformService
JIRA-1460,Schema migration causing backward compatibility issue,High,Security,PlatformService
JIRA-1461,Intermittent data sync issue in Data Platform,Low,Frontend,PlatformService
JIRA-1462,Data pipeline job failure in ETL,Medium,Infrastructure,PlatformService
JIRA-1463,Billing API returning incorrect invoice amount,High,Security,PlatformService
JIRA-1464,Payment setup failure for new users,Medium,API,PlatformService
JIRA-1465,Intermittent data sync issue in Data Platform,Critical,Infrastructure,PlatformService
JIRA-1466,Schema migration causing backward compatibility issue,Low,Database,PlatformService
JIRA-1467,Authentication failure when logging in,Medium,Security,PlatformService
JIRA-1468,Payment setup failure for new users,High,API,PlatformService
JIRA-1469,Intermittent data sync issue in Data Platform,Medium,Security,PlatformService
JIRA-1470,Authentication failure when logging in,Low,Infrastructure,PlatformService
JIRA-1471,Schema migration causing backward compatibility issue,Medium,Security,PlatformService
JIRA-1472,Authentication failure when logging in,High,Security,PlatformService
JIRA-1473,Platform service crash on high load,Critical,API,PlatformService
JIRA-1474,Intermittent data sync issue in Data Platform,Medium,API,PlatformService
JIRA-1475,Payment setup failure for new users,Low,Backend,PlatformService
JIRA-1476,Database deadlock issue,Low,Frontend,PlatformService
JIRA-1477,Schema migration causing backward compatibility issue,Low,Database,PlatformService
JIRA-1478,Payment setup failure for new users,Medium,Database,PlatformService
JIRA-1479,Registration form validation error,Medium,Database,PlatformService
JIRA-1480,Billing API returning incorrect invoice amount,Critical,Frontend,PlatformService
JIRA-1481,Database deadlock issue,High,Infrastructure,PlatformService
JIRA-1482,Payment setup failure for new users,Low,Backend,PlatformService
JIRA-1483,Database deadlock issue,Medium,Security,PlatformService
JIRA-1484,Billing API returning incorrect invoice amount,Medium,Backend,PlatformService
JIRA-1485,Payment setup failure for new users,Medium,API,PlatformService
JIRA-1486,Intermittent data sync issue in Data Platform,High,Infrastructure,PlatformService
JIRA-1487,Schema migration causing backward compatibility issue,Medium,Frontend,PlatformService
JIRA-1488,Authentication failure when logging in,Medium,API,PlatformService
JIRA-1489,Platform service crash on high load,Medium,API,PlatformService
JIRA-1490,Database deadlock issue,Medium,API,PlatformService
JIRA-1491,Intermittent data sync issue in Data Platform,Medium,Backend,PlatformService
JIRA-1492,Authentication failure when logging in,Low,Frontend,PlatformService
JIRA-1493,Registration form validation error,High,Security,PlatformService
JIRA-1494,Data pipeline job failure in ETL,Low,Backend,PlatformService
JIRA-1495,API response time exceeding SLAs,Critical,Backend,PlatformService
JIRA-1496,Intermittent data sync issue in Data Platform,Medium,Database,PlatformService
JIRA-1497,Billing API returning incorrect invoice amount,High,Backend,PlatformService
JIRA-1498,Billing API returning incorrect invoice amount,Medium,Database,PlatformService
JIRA-1499,Database deadlock issue,Critical,Security,PlatformService
JIRA-1500,Data pipeline job failure in ETL,Critical,Security,PlatformService
JIRA-1501,Authentication failure when logging in,Low,Database,Auth
JIRA-1502,Data pipeline job failure in ETL,Critical,Security,Auth
JIRA-1503,Database deadlock issue,Medium,Frontend,Auth
JIRA-1504,API response time exceeding SLAs,Medium,Frontend,Auth
JIRA-1505,Data pipeline job failure in ETL,Critical,Frontend,Auth
JIRA-1506,Platform service crash on high load,Medium,Backend,Auth
JIRA-1507,Billing API returning incorrect invoice amount,High,Infrastructure,Auth
JIRA-1508,Platform service crash on high load,Critical,API,Auth
JIRA-1509,Schema migration causing backward compatibility issue,High,Security,Auth
JIRA-1510,API response time exceeding SLAs,High,Frontend,Auth
JIRA-1511,Schema migration causing backward compatibility issue,Critical,Security,Auth
JIRA-1512,Schema migration causing backward compatibility issue,Low,Database,Auth
JIRA-1513,Schema migration causing backward compatibility issue,Low,Infrastructure,Auth
JIRA-1514,Data pipeline job failure in ETL,Medium,API,Auth
JIRA-1515,Payment setup failure for new users,Medium,API,Auth
JIRA-1516,Billing API returning incorrect invoice amount,Critical,Database,Auth
JIRA-1517,Intermittent data sync issue in Data Platform,Medium,Security,Auth
JIRA-1518,Intermittent data sync issue in Data Platform,Medium,Frontend,Auth
JIRA-1519,Database deadlock issue,Critical,Frontend,Auth
JIRA-1520,Schema migration causing backward compatibility issue,High,Backend,Auth
JIRA-1521,Platform service crash on high load,Low,API,Auth
JIRA-1522,Billing API returning incorrect invoice amount,Critical,Backend,Auth
JIRA-1523,Intermittent data sync issue in Data Platform,Low,Infrastructure,Auth
JIRA-1524,Database deadlock issue,High,Frontend,Auth
JIRA-1525,Authentication failure when logging in,High,Infrastructure,Auth
JIRA-1526,Data pipeline job failure in ETL,High,Security,Auth
JIRA-1527,Billing API returning incorrect invoice amount,High,API,Auth
JIRA-1528,Database deadlock issue,High,Infrastructure,Auth
JIRA-1529,Data pipeline job failure in ETL,Low,Security,Auth
JIRA-1530,API response time exceeding SLAs,Critical,Backend,Auth
JIRA-1531,Intermittent data sync issue in Data Platform,Critical,Infrastructure,Auth
JIRA-1532,Intermittent data sync issue in Data Platform,Critical,Database,Auth
JIRA-1533,Billing API returning incorrect invoice amount,High,Database,Auth
JIRA-1534,Platform service crash on high load,High,Security,Auth
JIRA-1535,Platform service crash on high load,Low,Frontend,Auth
JIRA-1536,Database deadlock issue,High,Security,Auth
JIRA-1537,Data pipeline job failure in ETL,Critical,API,Auth
JIRA-1538,Intermittent data sync issue in Data Platform,Low,Infrastructure,Auth
JIRA-1539,Database deadlock issue,Medium,Database,Auth
JIRA-1540,API response time exceeding SLAs,Medium,Backend,Auth
JIRA-1541,Payment setup failure for new users,High,API,Auth
JIRA-1542,Authentication failure when logging in,Critical,Database,Auth
JIRA-1543,Intermittent data sync issue in Data Platform,Critical,API,Auth
JIRA-1544,Registration form validation error,Critical,Frontend,Auth
JIRA-1545,Authentication failure when logging in,Medium,Backend,Auth
JIRA-1546,Registration form validation error,Medium,API,Auth
JIRA-1547,Platform service crash on high load,Low,Security,Auth
JIRA-1548,Payment setup failure for new users,High,API,Auth
JIRA-1549,Database deadlock issue,Low,Frontend,Auth
JIRA-1550,Payment setup failure for new users,Low,Infrastructure,Auth
JIRA-1551,Database deadlock issue,Medium,Database,Auth
JIRA-1552,API response time exceeding SLAs,High,Frontend,Auth
JIRA-1553,Platform service crash on high load,Low,Database,Auth
JIRA-1554,Database deadlock issue,Low,Database,Auth
JIRA-1555,Billing API returning incorrect invoice amount,Medium,Security,Auth
JIRA-1556,Billing API returning incorrect invoice amount,High,Security,Auth
JIRA-1557,Schema migration causing backward compatibility issue,High,Database,Auth
JIRA-1558,Intermittent data sync issue in Data Platform,High,Backend,Auth
JIRA-1559,Platform service crash on high load,High,Frontend,Auth
JIRA-1560,Database deadlock issue,Medium,Security,Auth
JIRA-1561,Platform service crash on high load,Low,API,Auth
JIRA-1562,Payment setup failure for new users,Medium,API,Auth
JIRA-1563,Payment setup failure for new users,Medium,Infrastructure,Auth
JIRA-1564,Authentication failure when logging in,Medium,Infrastructure,Auth
JIRA-1565,Billing API returning incorrect invoice amount,Low,Database,Auth
JIRA-1566,Database deadlock issue,High,Security,Auth
JIRA-1567,Registration form validation error,Low,Backend,Auth
JIRA-1568,Data pipeline job failure in ETL,Critical,Frontend,Auth
JIRA-1569,Registration form validation error,Medium,Frontend,Auth
JIRA-1570,Schema migration causing backward compatibility issue,Critical,Database,Auth
JIRA-1571,Authentication failure when logging in,High,Backend,Auth
JIRA-1572,Data pipeline job failure in ETL,High,Infrastructure,Auth
JIRA-1573,Authentication failure when logging in,High,Security,Auth
JIRA-1574,Billing API returning incorrect invoice amount,Low,Security,Auth
JIRA-1575,API response time exceeding SLAs,Critical,Backend,Auth
JIRA-1576,Payment setup failure for new users,Medium,Frontend,Auth
JIRA-1577,API response time exceeding SLAs,Low,Frontend,Auth
JIRA-1578,Database deadlock issue,Low,Database,Auth
JIRA-1579,Database deadlock issue,Critical,Security,Auth
JIRA-1580,Payment setup failure for new users,Critical,Database,Auth
JIRA-1581,Registration form validation error,High,Infrastructure,Auth
JIRA-1582,Schema migration causing backward compatibility issue,High,Backend,Auth
JIRA-1583,Data pipeline job failure in ETL,Critical,API,Auth
JIRA-1584,API response time exceeding SLAs,Critical,Infrastructure,Auth
JIRA-1585,Data pipeline job failure in ETL,High,Backend,Auth
JIRA-1586,Registration form validation error,Critical,Infrastructure,Auth
JIRA-1587,Schema migration causing backward compatibility issue,Low,Backend,Auth
JIRA-1588,Payment setup failure for new users,High,Infrastructure,Auth
JIRA-1589,API response time exceeding SLAs,Critical,Security,Auth
JIRA-1590,Database deadlock issue,Medium,Database,Auth
JIRA-1591,Platform service crash on high load,Medium,Backend,Auth
JIRA-1592,API response time exceeding SLAs,Medium,Infrastructure,Auth
JIRA-1593,Schema migration causing backward compatibility issue,Medium,API,Auth
JIRA-1594,API response time exceeding SLAs,Medium,Frontend,Auth
JIRA-1595,Database deadlock issue,Low,Frontend,Auth
JIRA-1596,Data pipeline job failure in ETL,Critical,Security,Auth
JIRA-1597,Billing API returning incorrect invoice amount,Low,Frontend,Auth
JIRA-1598,Data pipeline job failure in ETL,High,Security,Auth
JIRA-1599,Payment setup failure for new users,Medium,Infrastructure,Auth
JIRA-1600,Intermittent data sync issue in Data Platform,Medium,Database,Auth
JIRA-1601,Platform service crash on high load,Medium,Database,Auth
JIRA-1602,Schema migration causing backward compatibility issue,Low,Frontend,Auth
JIRA-1603,Authentication failure when logging in,High,Infrastructure,Auth
JIRA-1604,Authentication failure when logging in,Critical,Database,Auth
JIRA-1605,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1606,Authentication failure when logging in,Low,API,Auth
JIRA-1607,Authentication failure when logging in,Medium,Database,Auth
JIRA-1608,Schema migration causing backward compatibility issue,Medium,API,Auth
JIRA-1609,Registration form validation error,Medium,Frontend,Auth
JIRA-1610,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1611,Authentication failure when logging in,High,Database,Auth
JIRA-1612,Platform service crash on high load,Medium,Backend,Auth
JIRA-1613,Intermittent data sync issue in Data Platform,High,Database,Auth
JIRA-1614,Registration form validation error,High,Security,Auth
JIRA-1615,Registration form validation error,High,Infrastructure,Auth
JIRA-1616,Database deadlock issue,Critical,Infrastructure,Auth
JIRA-1617,Authentication failure when logging in,High,Database,Auth
JIRA-1618,Registration form validation error,Critical,Infrastructure,Auth
JIRA-1619,Payment setup failure for new users,Medium,Backend,Auth
JIRA-1620,Billing API returning incorrect invoice amount,Critical,API,Auth
JIRA-1621,Schema migration causing backward compatibility issue,Medium,API,Auth
JIRA-1622,Payment setup failure for new users,Medium,Infrastructure,Auth
JIRA-1623,Registration form validation error,Critical,Frontend,Auth
JIRA-1624,Intermittent data sync issue in Data Platform,High,Security,Auth
JIRA-1625,Billing API returning incorrect invoice amount,Low,Frontend,Auth
JIRA-1626,Payment setup failure for new users,Critical,Frontend,Auth
JIRA-1627,Data pipeline job failure in ETL,High,Security,Auth
JIRA-1628,Intermittent data sync issue in Data Platform,High,Database,Auth
JIRA-1629,Authentication failure when logging in,High,Frontend,Auth
JIRA-1630,API response time exceeding SLAs,Medium,Security,Auth
JIRA-1631,Intermittent data sync issue in Data Platform,High,Infrastructure,Auth
JIRA-1632,Registration form validation error,Medium,Database,Auth
JIRA-1633,Authentication failure when logging in,Medium,Database,Auth
JIRA-1634,Data pipeline job failure in ETL,Low,API,Auth
JIRA-1635,Intermittent data sync issue in Data Platform,High,Backend,Auth
JIRA-1636,Platform service crash on high load,Low,Frontend,Auth
JIRA-1637,Platform service crash on high load,Low,Frontend,Auth
JIRA-1638,Data pipeline job failure in ETL,Low,Backend,Auth
JIRA-1639,API response time exceeding SLAs,Critical,Security,Auth
JIRA-1640,API response time exceeding SLAs,Low,Backend,Auth
JIRA-1641,Billing API returning incorrect invoice amount,Low,Infrastructure,Auth
JIRA-1642,Authentication failure when logging in,Low,Security,Auth
JIRA-1643,Platform service crash on high load,Low,API,Auth
JIRA-1644,Database deadlock issue,Medium,Database,Auth
JIRA-1645,Billing API returning incorrect invoice amount,Medium,Backend,Auth
JIRA-1646,Payment setup failure for new users,Low,Security,Auth
JIRA-1647,Platform service crash on high load,Medium,Frontend,Auth
JIRA-1648,Database deadlock issue,High,Infrastructure,Auth
JIRA-1649,Authentication failure when logging in,Medium,Database,Auth
JIRA-1650,Database deadlock issue,Low,Database,Auth
JIRA-1651,Payment setup failure for new users,Critical,Database,Auth
JIRA-1652,Registration form validation error,High,Database,Auth
JIRA-1653,Platform service crash on high load,Low,Security,Auth
JIRA-1654,Database deadlock issue,High,API,Auth
JIRA-1655,Platform service crash on high load,High,Database,Auth
JIRA-1656,Schema migration causing backward compatibility issue,Medium,API,Auth
JIRA-1657,Registration form validation error,Low,API,Auth
JIRA-1658,Authentication failure when logging in,High,Security,Auth
JIRA-1659,Database deadlock issue,Medium,Security,Auth
JIRA-1660,Payment setup failure for new users,Critical,Frontend,Auth
JIRA-1661,Data pipeline job failure in ETL,Low,Security,Auth
JIRA-1662,Intermittent data sync issue in Data Platform,High,Database,Auth
JIRA-1663,Data pipeline job failure in ETL,Medium,Infrastructure,Auth
JIRA-1664,Data pipeline job failure in ETL,Low,Frontend,Auth
JIRA-1665,Billing API returning incorrect invoice amount,High,API,Auth
JIRA-1666,API response time exceeding SLAs,Low,API,Auth
JIRA-1667,Schema migration causing backward compatibility issue,High,Infrastructure,Auth
JIRA-1668,Payment setup failure for new users,Low,Security,Auth
JIRA-1669,Payment setup failure for new users,Low,Backend,Auth
JIRA-1670,API response time exceeding SLAs,Medium,API,Auth
JIRA-1671,Schema migration causing backward compatibility issue,High,API,Auth
JIRA-1672,Authentication failure when logging in,Critical,Infrastructure,Auth
JIRA-1673,API response time exceeding SLAs,Critical,API,Auth
JIRA-1674,Platform service crash on high load,Critical,Infrastructure,Auth
JIRA-1675,Platform service crash on high load,Critical,Backend,Auth
JIRA-1676,Registration form validation error,Critical,Backend,Auth
JIRA-1677,Billing API returning incorrect invoice amount,Medium,Database,Auth
JIRA-1678,Authentication failure when logging in,Medium,Backend,Auth
JIRA-1679,Intermittent data sync issue in Data Platform,Medium,Database,Auth
JIRA-1680,Schema migration causing backward compatibility issue,Medium,Database,Auth
JIRA-1681,Platform service crash on high load,Low,Frontend,Auth
JIRA-1682,Registration form validation error,Low,API,Auth
JIRA-1683,Platform service crash on high load,High,Database,Auth
JIRA-1684,Platform service crash on high load,High,Database,Auth
JIRA-1685,API response time exceeding SLAs,High,Frontend,Auth
JIRA-1686,Data pipeline job failure in ETL,Medium,Infrastructure,Auth
JIRA-1687,Payment setup failure for new users,Low,Frontend,Auth
JIRA-1688,Authentication failure when logging in,High,Frontend,Auth
JIRA-1689,Intermittent data sync issue in Data Platform,High,Database,Auth
JIRA-1690,Payment setup failure for new users,Critical,Infrastructure,Auth
JIRA-1691,Billing API returning incorrect invoice amount,Low,API,Auth
JIRA-1692,Authentication failure when logging in,Low,Frontend,Auth
JIRA-1693,Authentication failure when logging in,Low,Frontend,Auth
JIRA-1694,Schema migration causing backward compatibility issue,Medium,API,Auth
JIRA-1695,Intermittent data sync issue in Data Platform,Critical,Backend,Auth
JIRA-1696,Database deadlock issue,Low,Infrastructure,Auth
JIRA-1697,Data pipeline job failure in ETL,High,Frontend,Auth
JIRA-1698,Schema migration causing backward compatibility issue,High,API,Auth
JIRA-1699,Billing API returning incorrect invoice amount,High,Database,Auth
JIRA-1700,Registration form validation error,Low,Infrastructure,Auth
JIRA-1701,API response time exceeding SLAs,Medium,Backend,Auth
JIRA-1702,Data pipeline job failure in ETL,Medium,Backend,Auth
JIRA-1703,Schema migration causing backward compatibility issue,Critical,Infrastructure,Auth
JIRA-1704,Schema migration causing backward compatibility issue,High,Database,Auth
JIRA-1705,Payment setup failure for new users,Low,Security,Auth
JIRA-1706,Intermittent data sync issue in Data Platform,High,API,Auth
JIRA-1707,Payment setup failure for new users,Low,Security,Auth
JIRA-1708,Billing API returning incorrect invoice amount,Critical,Database,Auth
JIRA-1709,Billing API returning incorrect invoice amount,Low,Database,Auth
JIRA-1710,Authentication failure when logging in,High,Backend,Auth
JIRA-1711,Intermittent data sync issue in Data Platform,High,Backend,Auth
JIRA-1712,Database deadlock issue,Medium,Database,Auth
JIRA-1713,Data pipeline job failure in ETL,High,Infrastructure,Auth
JIRA-1714,Billing API returning incorrect invoice amount,Low,Backend,Auth
JIRA-1715,Intermittent data sync issue in Data Platform,Medium,Infrastructure,Auth
JIRA-1716,API response time exceeding SLAs,Critical,API,Auth
JIRA-1717,Data pipeline job failure in ETL,High,Infrastructure,Auth
JIRA-1718,Registration form validation error,Low,API,Auth
JIRA-1719,Intermittent data sync issue in Data Platform,High,Security,Auth
JIRA-1720,Data pipeline job failure in ETL,High,API,Auth
JIRA-1721,Registration form validation error,Low,Frontend,Auth
JIRA-1722,Billing API returning incorrect invoice amount,High,API,Auth
JIRA-1723,Billing API returning incorrect invoice amount,High,Frontend,Auth
JIRA-1724,Billing API returning incorrect invoice amount,High,Security,Auth
JIRA-1725,Intermittent data sync issue in Data Platform,Medium,Backend,Auth
JIRA-1726,Authentication failure when logging in,High,Security,Auth
JIRA-1727,Intermittent data sync issue in Data Platform,Low,Infrastructure,Auth
JIRA-1728,Payment setup failure for new users,High,Frontend,Auth
JIRA-1729,Payment setup failure for new users,High,Backend,Auth
JIRA-1730,Database deadlock issue,Low,Security,Auth
JIRA-1731,Platform service crash on high load,High,Backend,Auth
JIRA-1732,Intermittent data sync issue in Data Platform,High,Security,Auth
JIRA-1733,Billing API returning incorrect invoice amount,Medium,Database,Auth
JIRA-1734,Payment setup failure for new users,Medium,Security,Auth
JIRA-1735,Platform service crash on high load,Low,Frontend,Auth
JIRA-1736,Data pipeline job failure in ETL,High,Backend,Auth
JIRA-1737,Platform service crash on high load,Low,Database,Auth
JIRA-1738,Intermittent data sync issue in Data Platform,Critical,Frontend,Auth
JIRA-1739,Authentication failure when logging in,Medium,Frontend,Auth
JIRA-1740,Billing API returning incorrect invoice amount,High,Backend,Auth
JIRA-1741,Schema migration causing backward compatibility issue,Medium,Frontend,Auth
JIRA-1742,Intermittent data sync issue in Data Platform,Medium,Infrastructure,Auth
JIRA-1743,Schema migration causing backward compatibility issue,Critical,Infrastructure,Auth
JIRA-1744,Data pipeline job failure in ETL,High,Infrastructure,Auth
JIRA-1745,Payment setup failure for new users,High,Frontend,Auth
JIRA-1746,Intermittent data sync issue in Data Platform,High,Security,Auth
JIRA-1747,API response time exceeding SLAs,Low,Database,Auth
JIRA-1748,Schema migration causing backward compatibility issue,High,Security,Auth
JIRA-1749,Platform service crash on high load,Critical,Security,Auth
JIRA-1750,Database deadlock issue,Low,Infrastructure,Auth
JIRA-1751,Payment setup failure for new users,Low,Security,Auth
JIRA-1752,Registration form validation error,High,Frontend,Auth
JIRA-1753,Registration form validation error,Medium,Security,Auth
JIRA-1754,Database deadlock issue,High,Security,Auth
JIRA-1755,Database deadlock issue,High,Infrastructure,Auth
JIRA-1756,Billing API returning incorrect invoice amount,Medium,Infrastructure,Auth
JIRA-1757,Authentication failure when logging in,Low,Frontend,Auth
JIRA-1758,API response time exceeding SLAs,Critical,Frontend,Auth
JIRA-1759,Platform service crash on high load,Medium,Security,Auth
JIRA-1760,Intermittent data sync issue in Data Platform,High,Database,Auth
JIRA-1761,Intermittent data sync issue in Data Platform,Critical,Frontend,Auth
JIRA-1762,Authentication failure when logging in,Medium,Security,Auth
JIRA-1763,Database deadlock issue,Critical,Database,Auth
JIRA-1764,Database deadlock issue,High,Infrastructure,Auth
JIRA-1765,Registration form validation error,Low,Database,Auth
JIRA-1766,Payment setup failure for new users,Low,Infrastructure,Auth
JIRA-1767,Payment setup failure for new users,Low,Infrastructure,Auth
JIRA-1768,Database deadlock issue,High,Database,Auth
JIRA-1769,Registration form validation error,Critical,Infrastructure,Auth
JIRA-1770,Registration form validation error,Medium,Frontend,Auth
JIRA-1771,Registration form validation error,Critical,Security,Auth
JIRA-1772,Payment setup failure for new users,Medium,API,Auth
JIRA-1773,Database deadlock issue,Medium,Backend,Auth
JIRA-1774,Data pipeline job failure in ETL,Low,Database,Auth
JIRA-1775,Payment setup failure for new users,High,API,Auth
JIRA-1776,Database deadlock issue,Low,API,Auth
JIRA-1777,Authentication failure when logging in,Critical,Infrastructure,Auth
JIRA-1778,Payment setup failure for new users,High,Infrastructure,Auth
JIRA-1779,Database deadlock issue,Critical,Backend,Auth
JIRA-1780,Billing API returning incorrect invoice amount,High,Security,Auth
JIRA-1781,Data pipeline job failure in ETL,Medium,Frontend,Auth
JIRA-1782,Database deadlock issue,High,Security,Auth
JIRA-1783,Schema migration causing backward compatibility issue,Medium,Security,Auth
JIRA-1784,Billing API returning incorrect invoice amount,Low,Frontend,Auth
JIRA-1785,Platform service crash on high load,Critical,Frontend,Auth
JIRA-1786,Platform service crash on high load,Low,Security,Auth
JIRA-1787,Payment setup failure for new users,Critical,Infrastructure,Auth
JIRA-1788,Authentication failure when logging in,Medium,Infrastructure,Auth
JIRA-1789,Intermittent data sync issue in Data Platform,Low,API,Auth
JIRA-1790,Payment setup failure for new users,Medium,Infrastructure,Auth
JIRA-1791,Authentication failure when logging in,High,Backend,Auth
JIRA-1792,Registration form validation error,High,API,Auth
JIRA-1793,Intermittent data sync issue in Data Platform,High,API,Auth
JIRA-1794,Payment setup failure for new users,High,Frontend,Auth
